"phenotype" "Phenotype Description" "variable_type" "source" "n_non_missing" "n_missing" "n_controls" "n_cases"
"20001_1001" "Cancer code, self-reported: lung cancer" "binary" "phesant" 361141 53 360938 203
"20003_1140875840" "Treatment/medication code: timolol 0.25% eye drops" "binary" "phesant" 361141 53 360871 270
"20003_1140875990" "Treatment/medication code: hypromellose" "binary" "phesant" 361141 53 360527 614
"20003_1140876076" "Treatment/medication code: flixonase 50micrograms aqueous nasal spray" "binary" "phesant" 361141 53 359717 1424
"20003_1140876136" "Treatment/medication code: beconase 50micrograms nasal spray" "binary" "phesant" 361141 53 358726 2415
"20003_1140876146" "Treatment/medication code: rhinocort 50micrograms nasal spray" "binary" "phesant" 361141 53 360981 160
"20003_1140876404" "Treatment/medication code: aqueous cream bp" "binary" "phesant" 361141 53 360835 306
"20003_1140876592" "Treatment/medication code: multivitamin+mineral preparations" "binary" "phesant" 361141 53 356144 4997
"20003_1140877630" "Treatment/medication code: calcium+ergocalciferol tablet" "binary" "phesant" 361141 53 360982 159
"20003_1140877826" "Treatment/medication code: sodium bicarbonate" "binary" "phesant" 361141 53 361034 107
"20003_1140877892" "Treatment/medication code: voltarol emulgel" "binary" "phesant" 361141 53 360918 223
"20003_1140878036" "Treatment/medication code: diclofenac sodium+misoprostol" "binary" "phesant" 361141 53 360890 251
"20003_1140878172" "Treatment/medication code: tears naturale eye drops" "binary" "phesant" 361141 53 361027 114
"20003_1140878186" "Treatment/medication code: liquifilm tears 1.4% eye drops" "binary" "phesant" 361141 53 360989 152
"20003_1140878226" "Treatment/medication code: diprobase cream" "binary" "phesant" 361141 53 360555 586
"20003_1140878304" "Treatment/medication code: e45 cream" "binary" "phesant" 361141 53 360895 246
"20003_1140878324" "Treatment/medication code: oilatum cream" "binary" "phesant" 361141 53 360985 156
"20003_1140879392" "Treatment/medication code: manevac granules" "binary" "phesant" 361141 53 361010 131
"20003_1140879404" "Treatment/medication code: docusate sodium" "binary" "phesant" 361141 53 360847 294
"20003_1140879406" "Treatment/medication code: ranitidine" "binary" "phesant" 361141 53 355206 5935
"20003_1140879424" "Treatment/medication code: alverine" "binary" "phesant" 361141 53 360918 223
"20003_1140879428" "Treatment/medication code: mebeverine" "binary" "phesant" 361141 53 359343 1798
"20003_1140879430" "Treatment/medication code: domperidone" "binary" "phesant" 361141 53 360419 722
"20003_1140879464" "Treatment/medication code: loperamide" "binary" "phesant" 361141 53 359938 1203
"20003_1140879494" "Treatment/medication code: metoclopramide" "binary" "phesant" 361141 53 360700 441
"20003_1140879540" "Treatment/medication code: fluoxetine" "binary" "phesant" 361141 53 357001 4140
"20003_1140879616" "Treatment/medication code: amitriptyline" "binary" "phesant" 361141 53 354317 6824
"20003_1140879620" "Treatment/medication code: clomipramine" "binary" "phesant" 361141 53 360899 242
"20003_1140879628" "Treatment/medication code: dothiepin" "binary" "phesant" 361141 53 360993 148
"20003_1140879630" "Treatment/medication code: imipramine" "binary" "phesant" 361141 53 360939 202
"20003_1140879634" "Treatment/medication code: trazodone" "binary" "phesant" 361141 53 360622 519
"20003_1140879644" "Treatment/medication code: amantadine" "binary" "phesant" 361141 53 361028 113
"20003_1140879658" "Treatment/medication code: chlorpromazine" "binary" "phesant" 361141 53 361024 117
"20003_1140879760" "Treatment/medication code: bisoprolol" "binary" "phesant" 361141 53 355837 5304
"20003_1140879762" "Treatment/medication code: celiprolol" "binary" "phesant" 361141 53 361040 101
"20003_1140879778" "Treatment/medication code: doxazosin" "binary" "phesant" 361141 53 357098 4043
"20003_1140879792" "Treatment/medication code: terbutaline" "binary" "phesant" 361141 53 360569 572
"20003_1140879798" "Treatment/medication code: terazosin" "binary" "phesant" 361141 53 361014 127
"20003_1140879802" "Treatment/medication code: amlodipine" "binary" "phesant" 361141 53 346553 14588
"20003_1140879806" "Treatment/medication code: diltiazem" "binary" "phesant" 361141 53 360403 738
"20003_1140879818" "Treatment/medication code: metoprolol" "binary" "phesant" 361141 53 360454 687
"20003_1140879842" "Treatment/medication code: propranolol" "binary" "phesant" 361141 53 358736 2405
"20003_1140879854" "Treatment/medication code: sotalol" "binary" "phesant" 361141 53 360560 581
"20003_1140879866" "Treatment/medication code: timolol" "binary" "phesant" 361141 53 360862 279
"20003_1140880072" "Treatment/medication code: gamolenic acid" "binary" "phesant" 361141 53 361030 111
"20003_1140880086" "Treatment/medication code: calcipotriol" "binary" "phesant" 361141 53 360922 219
"20003_1140880956" "Treatment/medication code: fentanyl" "binary" "phesant" 361141 53 361035 106
"20003_1140881320" "Treatment/medication code: magnesium carbonate" "binary" "phesant" 361141 53 361012 129
"20003_1140881446" "Treatment/medication code: proctosedyl ointment" "binary" "phesant" 361141 53 360975 166
"20003_1140881472" "Treatment/medication code: lacri-lube eye ointment" "binary" "phesant" 361141 53 360630 511
"20003_1140881474" "Treatment/medication code: normacol granules" "binary" "phesant" 361141 53 360976 165
"20003_1140881702" "Treatment/medication code: adalate 10mg capsule" "binary" "phesant" 361141 53 360867 274
"20003_1140881856" "Treatment/medication code: salbutamol" "binary" "phesant" 361141 53 356836 4305
"20003_1140881882" "Treatment/medication code: timoptol 0.25% eye drops" "binary" "phesant" 361141 53 360912 229
"20003_1140882236" "Treatment/medication code: seroxat 20mg tablet" "binary" "phesant" 361141 53 360642 499
"20003_1140882272" "Treatment/medication code: oramorph 10mg/5ml oral solution" "binary" "phesant" 361141 53 361027 114
"20003_1140882394" "Treatment/medication code: paracetamol + codeine" "binary" "phesant" 361141 53 360833 308
"20003_1140882498" "Treatment/medication code: penicillin" "binary" "phesant" 361141 53 360923 218
"20003_1140882618" "Treatment/medication code: diprosalic ointment" "binary" "phesant" 361141 53 360982 159
"20003_1140882626" "Treatment/medication code: betnesol 0.1% eye/ear/nose drops" "binary" "phesant" 361141 53 361019 122
"20003_1140882694" "Treatment/medication code: betnovate cream" "binary" "phesant" 361141 53 359875 1266
"20003_1140882728" "Treatment/medication code: otomize ear spray" "binary" "phesant" 361141 53 360957 184
"20003_1140882776" "Treatment/medication code: fucibet cream" "binary" "phesant" 361141 53 360934 207
"20003_1140882782" "Treatment/medication code: dermovate cream" "binary" "phesant" 361141 53 360586 555
"20003_1140882800" "Treatment/medication code: eumovate cream" "binary" "phesant" 361141 53 360745 396
"20003_1140882910" "Treatment/medication code: daktacort cream" "binary" "phesant" 361141 53 360895 246
"20003_1140883066" "Treatment/medication code: insulin product" "binary" "phesant" 361141 53 357596 3545
"20003_1140883468" "Treatment/medication code: clonidine" "binary" "phesant" 361141 53 360678 463
"20003_1140883476" "Treatment/medication code: procyclidine" "binary" "phesant" 361141 53 360987 154
"20003_1140883504" "Treatment/medication code: cetirizine" "binary" "phesant" 361141 53 357071 4070
"20003_1140883524" "Treatment/medication code: cinnarizine" "binary" "phesant" 361141 53 360948 193
"20003_1140883548" "Treatment/medication code: ipratropium" "binary" "phesant" 361141 53 360665 476
"20003_1140883568" "Treatment/medication code: oxybutynin" "binary" "phesant" 361141 53 360314 827
"20003_1140883656" "Treatment/medication code: hydroxyzine" "binary" "phesant" 361141 53 361017 124
"20003_1140883664" "Treatment/medication code: pizotifen" "binary" "phesant" 361141 53 360576 565
"20003_1140883748" "Treatment/medication code: selenium product" "binary" "phesant" 361141 53 360011 1130
"20003_1140883968" "Treatment/medication code: carmellose" "binary" "phesant" 361141 53 360985 156
"20003_1140884308" "Treatment/medication code: hydroxychloroquine" "binary" "phesant" 361141 53 360624 517
"20003_1140884412" "Treatment/medication code: sumatriptan" "binary" "phesant" 361141 53 360155 986
"20003_1140884444" "Treatment/medication code: codeine" "binary" "phesant" 361141 53 359271 1870
"20003_1140884464" "Treatment/medication code: dihydrocodeine" "binary" "phesant" 361141 53 359851 1290
"20003_1140884488" "Treatment/medication code: diclofenac" "binary" "phesant" 361141 53 353596 7545
"20003_1140884516" "Treatment/medication code: thyroxine product" "binary" "phesant" 361141 53 356895 4246
"20003_1140884600" "Treatment/medication code: metformin" "binary" "phesant" 361141 53 352173 8968
"20003_1140884654" "Treatment/medication code: beclomethasone" "binary" "phesant" 361141 53 359701 1440
"20003_1140884672" "Treatment/medication code: fludrocortisone" "binary" "phesant" 361141 53 360977 164
"20003_1140884696" "Treatment/medication code: clobetasone" "binary" "phesant" 361141 53 361025 116
"20003_1140884700" "Treatment/medication code: trimovate ointment" "binary" "phesant" 361141 53 360903 238
"20003_1140888092" "Treatment/medication code: elocon cream" "binary" "phesant" 361141 53 360901 240
"20003_1140888098" "Treatment/medication code: fluticasone" "binary" "phesant" 361141 53 359563 1578
"20003_1140888172" "Treatment/medication code: mometasone" "binary" "phesant" 361141 53 360432 709
"20003_1140888266" "Treatment/medication code: warfarin" "binary" "phesant" 361141 53 357490 3651
"20003_1140888362" "Treatment/medication code: pyridoxine preparation" "binary" "phesant" 361141 53 361023 118
"20003_1140888366" "Treatment/medication code: thiamine preparation" "binary" "phesant" 361141 53 360592 549
"20003_1140888386" "Treatment/medication code: iron product" "binary" "phesant" 361141 53 360132 1009
"20003_1140888390" "Treatment/medication code: ferrous salt product" "binary" "phesant" 361141 53 361016 125
"20003_1140888502" "Treatment/medication code: amiodarone" "binary" "phesant" 361141 53 360824 317
"20003_1140888510" "Treatment/medication code: verapamil" "binary" "phesant" 361141 53 360514 627
"20003_1140888512" "Treatment/medication code: amiloride" "binary" "phesant" 361141 53 361015 126
"20003_1140888538" "Treatment/medication code: zinc product" "binary" "phesant" 361141 53 358721 2420
"20003_1140888552" "Treatment/medication code: enalapril" "binary" "phesant" 361141 53 358338 2803
"20003_1140888556" "Treatment/medication code: fosinopril" "binary" "phesant" 361141 53 360955 186
"20003_1140888560" "Treatment/medication code: perindopril" "binary" "phesant" 361141 53 355984 5157
"20003_1140888570" "Treatment/medication code: flecainide" "binary" "phesant" 361141 53 360537 604
"20003_1140888594" "Treatment/medication code: fluvastatin" "binary" "phesant" 361141 53 360967 174
"20003_1140888646" "Treatment/medication code: felodipine" "binary" "phesant" 361141 53 358051 3090
"20003_1140888648" "Treatment/medication code: pravastatin" "binary" "phesant" 361141 53 359415 1726
"20003_1140888688" "Treatment/medication code: betahistine" "binary" "phesant" 361141 53 360074 1067
"20003_1140888758" "Treatment/medication code: penicillin v" "binary" "phesant" 361141 53 360960 181
"20003_1140888762" "Treatment/medication code: ismn - isosorbide mononitrate" "binary" "phesant" 361141 53 360936 205
"20003_1140909368" "Treatment/medication code: carvedilol" "binary" "phesant" 361141 53 360893 248
"20003_1140909482" "Treatment/medication code: opticrom allergy eye drops" "binary" "phesant" 361141 53 360903 238
"20003_1140909578" "Treatment/medication code: losec 10mg capsule" "binary" "phesant" 361141 53 360869 272
"20003_1140909674" "Treatment/medication code: cod liver oil capsule" "binary" "phesant" 361141 53 340107 21034
"20003_1140909702" "Treatment/medication code: sulfasalazine" "binary" "phesant" 361141 53 360431 710
"20003_1140909708" "Treatment/medication code: furosemide" "binary" "phesant" 361141 53 358427 2714
"20003_1140909726" "Treatment/medication code: vitamin c product" "binary" "phesant" 361141 53 356594 4547
"20003_1140909766" "Treatment/medication code: multivitamins capsule" "binary" "phesant" 361141 53 360853 288
"20003_1140909786" "Treatment/medication code: beclometasone" "binary" "phesant" 361141 53 357842 3299
"20003_1140909788" "Treatment/medication code: sodium cromoglicate" "binary" "phesant" 361141 53 360831 310
"20003_1140909790" "Treatment/medication code: chlorphenamine" "binary" "phesant" 361141 53 360924 217
"20003_1140909806" "Treatment/medication code: dosulepin" "binary" "phesant" 361141 53 359855 1286
"20003_1140909872" "Treatment/medication code: vitamin b1 preparation" "binary" "phesant" 361141 53 360985 156
"20003_1140909874" "Treatment/medication code: vitamin b6 preparation" "binary" "phesant" 361141 53 360701 440
"20003_1140909936" "Treatment/medication code: indometacin" "binary" "phesant" 361141 53 360892 249
"20003_1140909954" "Treatment/medication code: acyclovir" "binary" "phesant" 361141 53 361025 116
"20003_1140910494" "Treatment/medication code: b12 - hydroxocobalamin prep" "binary" "phesant" 361141 53 360850 291
"20003_1140910498" "Treatment/medication code: flu - influenza vaccine" "binary" "phesant" 361141 53 360999 142
"20003_1140910512" "Treatment/medication code: ismo - isosorbide mononitrate" "binary" "phesant" 361141 53 361015 126
"20003_1140910548" "Treatment/medication code: iron sulphate" "binary" "phesant" 361141 53 360971 170
"20003_1140910640" "Treatment/medication code: luteine" "binary" "phesant" 361141 53 360863 278
"20003_1140910698" "Treatment/medication code: oil of peppermint" "binary" "phesant" 361141 53 361013 128
"20003_1140910766" "Treatment/medication code: nicorandil" "binary" "phesant" 361141 53 359989 1152
"20003_1140910814" "Treatment/medication code: sodium thyroxine" "binary" "phesant" 361141 53 360964 177
"20003_1140910832" "Treatment/medication code: sodium warfarin" "binary" "phesant" 361141 53 360827 314
"20003_1140911638" "Treatment/medication code: kelp+garlic product" "binary" "phesant" 361141 53 360941 200
"20003_1140911640" "Treatment/medication code: lecithin product" "binary" "phesant" 361141 53 360928 213
"20003_1140911642" "Treatment/medication code: tacrolimus" "binary" "phesant" 361141 53 360961 180
"20003_1140911658" "Treatment/medication code: imigran 50mg tablet" "binary" "phesant" 361141 53 360551 590
"20003_1140911682" "Treatment/medication code: selenium ace tablet" "binary" "phesant" 361141 53 360638 503
"20003_1140911698" "Treatment/medication code: slozem 120mg m/r capsule" "binary" "phesant" 361141 53 360996 145
"20003_1140911730" "Treatment/medication code: flax oil tablet" "binary" "phesant" 361141 53 360543 598
"20003_1140911732" "Treatment/medication code: garlic product" "binary" "phesant" 361141 53 356272 4869
"20003_1140911734" "Treatment/medication code: ginkgo forte tablet" "binary" "phesant" 361141 53 359068 2073
"20003_1140911736" "Treatment/medication code: ginseng product" "binary" "phesant" 361141 53 360600 541
"20003_1140911754" "Treatment/medication code: anadin tablet" "binary" "phesant" 361141 53 360873 268
"20003_1140913292" "Treatment/medication code: synalar 1:10 cream" "binary" "phesant" 361141 53 361040 101
"20003_1140916282" "Treatment/medication code: venlafaxine" "binary" "phesant" 361141 53 359608 1533
"20003_1140916288" "Treatment/medication code: efexor 37.5mg tablet" "binary" "phesant" 361141 53 360951 190
"20003_1140916356" "Treatment/medication code: losartan" "binary" "phesant" 361141 53 357873 3268
"20003_1140916682" "Treatment/medication code: evening primrose oil" "binary" "phesant" 361141 53 355411 5730
"20003_1140916980" "Treatment/medication code: zantac 75 tablet" "binary" "phesant" 361141 53 360940 201
"20003_1140917034" "Treatment/medication code: airomir 100micrograms cfc-free inhaler" "binary" "phesant" 361141 53 360976 165
"20003_1140917428" "Treatment/medication code: angitil sr 90 m/r capsule" "binary" "phesant" 361141 53 361016 125
"20003_1140921600" "Treatment/medication code: citalopram" "binary" "phesant" 361141 53 354956 6185
"20003_1140921828" "Treatment/medication code: dicloflex 25mg e/c tablet" "binary" "phesant" 361141 53 360711 430
"20003_1140922174" "Treatment/medication code: alendronate sodium" "binary" "phesant" 361141 53 357038 4103
"20003_1140922714" "Treatment/medication code: dorzolamide" "binary" "phesant" 361141 53 361039 102
"20003_1140923276" "Treatment/medication code: co-amilozide" "binary" "phesant" 361141 53 360927 214
"20003_1140923336" "Treatment/medication code: co-tenidone" "binary" "phesant" 361141 53 360609 532
"20003_1140923346" "Treatment/medication code: co-codamol" "binary" "phesant" 361141 53 352757 8384
"20003_1140923348" "Treatment/medication code: co-proxamol" "binary" "phesant" 361141 53 360851 290
"20003_1140923350" "Treatment/medication code: co-dydramol" "binary" "phesant" 361141 53 358881 2260
"20003_1140923402" "Treatment/medication code: co-amilofruse" "binary" "phesant" 361141 53 360784 357
"20003_1140923484" "Treatment/medication code: topiramate" "binary" "phesant" 361141 53 360932 209
"20003_1140923572" "Treatment/medication code: adipine mr 10 m/r tablet" "binary" "phesant" 361141 53 361007 134
"20003_1140923670" "Treatment/medication code: gtn - glyceryl trinitrate" "binary" "phesant" 361141 53 360520 621
"20003_1140923688" "Treatment/medication code: zoton 15mg capsule" "binary" "phesant" 361141 53 360877 264
"20003_1140925800" "Treatment/medication code: movicol oral powder" "binary" "phesant" 361141 53 360010 1131
"20003_1140925978" "Treatment/medication code: mycophenolate" "binary" "phesant" 361141 53 360980 161
"20003_1140926606" "Treatment/medication code: salbutamol 100micrograms spacehaler" "binary" "phesant" 361141 53 358874 2267
"20003_1140926732" "Treatment/medication code: meloxicam" "binary" "phesant" 361141 53 360103 1038
"20003_1140926780" "Treatment/medication code: adizem-xl plus m/r capsule" "binary" "phesant" 361141 53 360880 261
"20003_1140926922" "Treatment/medication code: antihistamine 60mg tablet" "binary" "phesant" 361141 53 360883 258
"20003_1140927086" "Treatment/medication code: arthrotec 50 tablet" "binary" "phesant" 361141 53 360833 308
"20003_1140927320" "Treatment/medication code: dermol 500 lotion" "binary" "phesant" 361141 53 361025 116
"20003_1140927328" "Treatment/medication code: terbinafine" "binary" "phesant" 361141 53 360441 700
"20003_1140927730" "Treatment/medication code: epaderm ointment" "binary" "phesant" 361141 53 360919 222
"20003_1140928004" "Treatment/medication code: zimovane ls 3.75mg tablet" "binary" "phesant" 361141 53 361008 133
"20003_1140928274" "Treatment/medication code: ropinirole" "binary" "phesant" 361141 53 360876 265
"20003_1140928284" "Treatment/medication code: moxonidine" "binary" "phesant" 361141 53 360830 311
"20003_1140928916" "Treatment/medication code: olanzapine" "binary" "phesant" 361141 53 360736 405
"20003_1140929012" "Treatment/medication code: pantoprazole" "binary" "phesant" 361141 53 360482 659
"20003_1141145630" "Treatment/medication code: nitromin 400micrograms cfc-free spray" "binary" "phesant" 361141 53 361036 105
"20003_1141145638" "Treatment/medication code: nasobec aqueous 50micrograms nasal spray" "binary" "phesant" 361141 53 360986 155
"20003_1141145660" "Treatment/medication code: valsartan" "binary" "phesant" 361141 53 359434 1707
"20003_1141145668" "Treatment/medication code: diovan 40mg capsule" "binary" "phesant" 361141 53 360780 361
"20003_1141145812" "Treatment/medication code: minerals - magnesium" "binary" "phesant" 361141 53 360367 774
"20003_1141146138" "Treatment/medication code: lipitor 10mg tablet" "binary" "phesant" 361141 53 358557 2584
"20003_1141146188" "Treatment/medication code: latanoprost" "binary" "phesant" 361141 53 360416 725
"20003_1141146198" "Treatment/medication code: xalatan 0.005% eye drops" "binary" "phesant" 361141 53 360107 1034
"20003_1141146234" "Treatment/medication code: atorvastatin" "binary" "phesant" 361141 53 350336 10805
"20003_1141146428" "Treatment/medication code: fexofenadine" "binary" "phesant" 361141 53 359996 1145
"20003_1141146508" "Treatment/medication code: nasacort 55micrograms aqueous nasal spray" "binary" "phesant" 361141 53 360965 176
"20003_1141146606" "Treatment/medication code: calcium carbonate+cholecalciferol 1.25g/200iu tablet" "binary" "phesant" 361141 53 360584 557
"20003_1141146612" "Treatment/medication code: calceos chewable tablet" "binary" "phesant" 361141 53 360938 203
"20003_1141150620" "Treatment/medication code: zolmitriptan" "binary" "phesant" 361141 53 360796 345
"20003_1141150624" "Treatment/medication code: zomig 2.5mg tablet" "binary" "phesant" 361141 53 360792 349
"20003_1141150750" "Treatment/medication code: brimonidine tartrate" "binary" "phesant" 361141 53 361038 103
"20003_1141150944" "Treatment/medication code: nasonex 0.05% aqueous nasal spray" "binary" "phesant" 361141 53 359315 1826
"20003_1141151016" "Treatment/medication code: losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet" "binary" "phesant" 361141 53 360841 300
"20003_1141151284" "Treatment/medication code: naratriptan" "binary" "phesant" 361141 53 360867 274
"20003_1141151288" "Treatment/medication code: naramig 2.5mg tablet" "binary" "phesant" 361141 53 360878 263
"20003_1141151946" "Treatment/medication code: cipramil 10mg tablet" "binary" "phesant" 361141 53 361017 124
"20003_1141152590" "Treatment/medication code: glimepiride" "binary" "phesant" 361141 53 360822 319
"20003_1141152732" "Treatment/medication code: mirtazapine" "binary" "phesant" 361141 53 360158 983
"20003_1141152848" "Treatment/medication code: quetiapine" "binary" "phesant" 361141 53 360914 227
"20003_1141152998" "Treatment/medication code: irbesartan" "binary" "phesant" 361141 53 358567 2574
"20003_1141153006" "Treatment/medication code: aprovel 75mg tablet" "binary" "phesant" 361141 53 360830 311
"20003_1141153026" "Treatment/medication code: lercanidipine" "binary" "phesant" 361141 53 360268 873
"20003_1141153032" "Treatment/medication code: zanidip 10mg tablet" "binary" "phesant" 361141 53 360969 172
"20003_1141153242" "Treatment/medication code: balsalazide disodium" "binary" "phesant" 361141 53 361037 104
"20003_1141156836" "Treatment/medication code: candesartan cilexetil" "binary" "phesant" 361141 53 357266 3875
"20003_1141156846" "Treatment/medication code: amias 2mg tablet" "binary" "phesant" 361141 53 360753 388
"20003_1141157126" "Treatment/medication code: montelukast product" "binary" "phesant" 361141 53 360469 672
"20003_1141157132" "Treatment/medication code: singulair 10mg tablet" "binary" "phesant" 361141 53 360865 276
"20003_1141157178" "Treatment/medication code: senna product" "binary" "phesant" 361141 53 361007 134
"20003_1141157252" "Treatment/medication code: glyceryl trinitrate product" "binary" "phesant" 361141 53 360803 338
"20003_1141157264" "Treatment/medication code: salmeterol product" "binary" "phesant" 361141 53 360917 224
"20003_1141157294" "Treatment/medication code: hydrocortisone product" "binary" "phesant" 361141 53 360884 257
"20003_1141157402" "Treatment/medication code: prednisolone product" "binary" "phesant" 361141 53 361002 139
"20003_1141157418" "Treatment/medication code: budesonide product" "binary" "phesant" 361141 53 361037 104
"20003_1141157458" "Treatment/medication code: hypromellose product" "binary" "phesant" 361141 53 360931 210
"20003_1141157486" "Treatment/medication code: salbutamol product" "binary" "phesant" 361141 53 360575 566
"20003_1141157494" "Treatment/medication code: ispaghula husk product" "binary" "phesant" 361141 53 361015 126
"20003_1141162764" "Treatment/medication code: tolterodine l-tartrate" "binary" "phesant" 361141 53 360421 720
"20003_1141162824" "Treatment/medication code: detrusitol 1mg tablet" "binary" "phesant" 361141 53 360590 551
"20003_1141164060" "Treatment/medication code: pramipexole" "binary" "phesant" 361141 53 360961 180
"20003_1141164086" "Treatment/medication code: salmeterol+fluticasone propionate" "binary" "phesant" 361141 53 360485 656
"20003_1141164276" "Treatment/medication code: nebivolol" "binary" "phesant" 361141 53 360841 300
"20003_1141164828" "Treatment/medication code: adcal-d3 1.5g/10micrograms chewable tablet" "binary" "phesant" 361141 53 358706 2435
"20003_1141164872" "Treatment/medication code: sinemet-62.5 tablet" "binary" "phesant" 361141 53 361020 121
"20003_1141166006" "Treatment/medication code: telmisartan" "binary" "phesant" 361141 53 360559 582
"20003_1141166086" "Treatment/medication code: rennie duo oral suspension" "binary" "phesant" 361141 53 361017 124
"20003_1141166294" "Treatment/medication code: leflunomide" "binary" "phesant" 361141 53 360979 162
"20003_1141167334" "Treatment/medication code: colofac-100 tablet" "binary" "phesant" 361141 53 360679 462
"20003_1141167594" "Treatment/medication code: qvar 50 inhaler" "binary" "phesant" 361141 53 359779 1362
"20003_1141167708" "Treatment/medication code: beclomist 50micrograms nasal spray" "binary" "phesant" 361141 53 361020 121
"20003_1141167932" "Treatment/medication code: rizatriptan" "binary" "phesant" 361141 53 360849 292
"20003_1141167940" "Treatment/medication code: maxalt 5mg tablet" "binary" "phesant" 361141 53 360940 201
"20003_1141168108" "Treatment/medication code: isotard 25xl m/r tablet" "binary" "phesant" 361141 53 360985 156
"20003_1141168122" "Treatment/medication code: solpadol capsule" "binary" "phesant" 361141 53 360928 213
"20003_1141168318" "Treatment/medication code: clopidogrel" "binary" "phesant" 361141 53 358851 2290
"20003_1141168322" "Treatment/medication code: plavix 75mg tablet" "binary" "phesant" 361141 53 360959 182
"20003_1141168554" "Treatment/medication code: migraleve tablet" "binary" "phesant" 361141 53 360656 485
"20003_1141168584" "Treatment/medication code: rabeprazole sodium" "binary" "phesant" 361141 53 360474 667
"20003_1141168590" "Treatment/medication code: pariet 10mg e/c tablet" "binary" "phesant" 361141 53 360902 239
"20003_1141168680" "Treatment/medication code: orlistat" "binary" "phesant" 361141 53 360727 414
"20003_1141168684" "Treatment/medication code: xenical 120mg capsule" "binary" "phesant" 361141 53 360817 324
"20003_1141168752" "Treatment/medication code: peptac liquid" "binary" "phesant" 361141 53 360789 352
"20003_1141169520" "Treatment/medication code: cosopt 2%/0.5% eye drops" "binary" "phesant" 361141 53 360814 327
"20003_1141169844" "Treatment/medication code: dexamethasone+hypromellose 0.1%/0.5% eye drops" "binary" "phesant" 361141 53 360991 150
"20003_1141171038" "Treatment/medication code: oxycodone hydrochloride" "binary" "phesant" 361141 53 361039 102
"20003_1141171152" "Treatment/medication code: cardicor 1.25mg tablet" "binary" "phesant" 361141 53 360800 341
"20003_1141171336" "Treatment/medication code: eprosartan" "binary" "phesant" 361141 53 360912 229
"20003_1141171496" "Treatment/medication code: trospium" "binary" "phesant" 361141 53 360959 182
"20003_1141171646" "Treatment/medication code: pioglitazone" "binary" "phesant" 361141 53 360397 744
"20003_1141171932" "Treatment/medication code: levetiracetam" "binary" "phesant" 361141 53 360973 168
"20003_1141171940" "Treatment/medication code: keppra 250mg tablet" "binary" "phesant" 361141 53 361024 117
"20003_1141171948" "Treatment/medication code: adcal 600mg chewable tablet" "binary" "phesant" 361141 53 360090 1051
"20003_1141172492" "Treatment/medication code: micardis 20mg tablet" "binary" "phesant" 361141 53 361032 109
"20003_1141172698" "Treatment/medication code: monomax xl 60mg m/r tablet" "binary" "phesant" 361141 53 361031 110
"20003_1141172838" "Treatment/medication code: depakote 250mg e/c tablet" "binary" "phesant" 361141 53 361033 108
"20003_1141172918" "Treatment/medication code: celluvisc 1% single-use eye drops" "binary" "phesant" 361141 53 360868 273
"20003_1141172924" "Treatment/medication code: desloratadine" "binary" "phesant" 361141 53 360662 479
"20003_1141172928" "Treatment/medication code: neoclarityn 5mg tablet" "binary" "phesant" 361141 53 360707 434
"20003_1141173328" "Treatment/medication code: ursodeoxycholic acid" "binary" "phesant" 361141 53 361013 128
"20003_1141173348" "Treatment/medication code: hydroxocobalamin" "binary" "phesant" 361141 53 360829 312
"20003_1141174032" "Treatment/medication code: doublebase gel" "binary" "phesant" 361141 53 360954 187
"20003_1141174508" "Treatment/medication code: reductil 10mg capsule" "binary" "phesant" 361141 53 361025 116
"20003_1141174520" "Treatment/medication code: symbicort 100/6 turbohaler" "binary" "phesant" 361141 53 358892 2249
"20003_1141175684" "Treatment/medication code: risedronate sodium" "binary" "phesant" 361141 53 360423 718
"20003_1141175690" "Treatment/medication code: actonel 5mg tablet" "binary" "phesant" 361141 53 360840 301
"20003_1141176284" "Treatment/medication code: brinzolamide" "binary" "phesant" 361141 53 361006 135
"20003_1141176288" "Treatment/medication code: azopt 10mg/ml eye drops" "binary" "phesant" 361141 53 360981 160
"20003_1141176570" "Treatment/medication code: fosamax 5mg tablet" "binary" "phesant" 361141 53 360701 440
"20003_1141176662" "Treatment/medication code: celecoxib" "binary" "phesant" 361141 53 360755 386
"20003_1141176668" "Treatment/medication code: celebrex 100mg capsule" "binary" "phesant" 361141 53 360854 287
"20003_1141176670" "Treatment/medication code: celebrex 200mg capsule" "binary" "phesant" 361141 53 361001 140
"20003_1141176732" "Treatment/medication code: carbomers" "binary" "phesant" 361141 53 360867 274
"20003_1141176832" "Treatment/medication code: seretide 50 evohaler" "binary" "phesant" 361141 53 356872 4269
"20003_1141177526" "Treatment/medication code: esomeprazole" "binary" "phesant" 361141 53 359937 1204
"20003_1141177532" "Treatment/medication code: nexium 20mg tablet" "binary" "phesant" 361141 53 360500 641
"20003_1141177600" "Treatment/medication code: rosiglitazone" "binary" "phesant" 361141 53 360610 531
"20003_1141178052" "Treatment/medication code: zapain caplet" "binary" "phesant" 361141 53 361008 133
"20003_1141179764" "Treatment/medication code: tenofovir" "binary" "phesant" 361141 53 361037 104
"20003_1141179914" "Treatment/medication code: bimatoprost" "binary" "phesant" 361141 53 360921 220
"20003_1141179920" "Treatment/medication code: lumigan 0.3mg/ml eye drops" "binary" "phesant" 361141 53 360893 248
